,sub_id,site_id,site_name,sub_name,cover,name,year,trtmt,plot,gfnarrowwalker,gfnarrowarft,sub_lat,sub_long,sub_ele
26,i36.02,i36,QHI,QHI:HE,12.2,XXXbareground ,1999,CTL,2,SOIL,SOIL,"69,58","138,86",76
27,i36.02,i36,QHI,QHI:HE,38.9,Eriophorum vaginatum,1999,CTL,2,SEDGE,GRAMINOID,"69,58","138,86",76
28,i36.02,i36,QHI,QHI:HE,20,XXXothermoss ,1999,CTL,2,MOSSU,MOSS,"69,58","138,86",76
29,i36.02,i36,QHI,QHI:HE,1.1,Hierochloe alpine,1999,CTL,2,GRASS,GRAMINOID,"69,58","138,86",76
30,i36.02,i36,QHI,QHI:HE,8.9,Cetraria cucculata,1999,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
31,i36.02,i36,QHI,QHI:HE,2.2,Pedicularis capitata,1999,CTL,2,FORB,FORBSV,"69,58","138,86",76
32,i36.02,i36,QHI,QHI:HE,2.2,Dryas integrifolia,1999,CTL,2,SEVER,ESHRUB,"69,58","138,86",76
33,i36.02,i36,QHI,QHI:HE,8.9,XXXotherlichen:QHI ,1999,CTL,2,LICHENU,LICHEN,"69,58","138,86",76
34,i36.02,i36,QHI,QHI:HE,2.2,Cetraria islandica,1999,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
35,i36.02,i36,QHI,QHI:HE,5.6,Thamnolia subuliformis,1999,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
36,i36.02,i36,QHI,QHI:HE,1.1,XXXotherherb:QHI ,1999,CTL,2,FORB,FORBSV,"69,58","138,86",76
37,i36.02,i36,QHI,QHI:HE,3.3,Arctagrostis latifolia,1999,CTL,2,GRASS,GRAMINOID,"69,58","138,86",76
38,i36.02,i36,QHI,QHI:HE,2.2,Salix phlebophylla,1999,CTL,2,SDECI,DSHRUB,"69,58","138,86",76
39,i36.02,i36,QHI,QHI:HE,3.3,Saussurea angustifolia,1999,CTL,2,FORB,FORBSV,"69,58","138,86",76
40,i36.02,i36,QHI,QHI:HE,1.1,XXXcladonia:QHI ,1999,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
41,i36.02,i36,QHI,QHI:HE,1.1,Senecio atropurpureus,1999,CTL,2,FORB,FORBSV,"69,58","138,86",76
42,i36.02,i36,QHI,QHI:HE,2.2,XXXpeltigera:QHI ,1999,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
43,i36.02,i36,QHI,QHI:HE,1.1,Polygonum bistorta,1999,CTL,2,FORB,FORBSV,"69,58","138,86",76
44,i36.02,i36,QHI,QHI:HE,13,Salix pulchra,1999,CTL,3,SDECI,DSHRUB,"69,58","138,86",76
45,i36.02,i36,QHI,QHI:HE,18,Pyrola grandiflora,1999,CTL,3,FORB,FORBSV,"69,58","138,86",76
46,i36.02,i36,QHI,QHI:HE,53,Eriophorum vaginatum,1999,CTL,3,SEDGE,GRAMINOID,"69,58","138,86",76
47,i36.02,i36,QHI,QHI:HE,13,XXXothermoss ,1999,CTL,3,MOSSU,MOSS,"69,58","138,86",76
48,i36.02,i36,QHI,QHI:HE,26,XXXcarex:QHI ,1999,CTL,3,SEDGE,GRAMINOID,"69,58","138,86",76
49,i36.02,i36,QHI,QHI:HE,32,XXXlitter ,1999,CTL,3,LITTER,LITTER,"69,58","138,86",76
50,i36.02,i36,QHI,QHI:HE,1,Salix phlebophylla,1999,CTL,3,SDECI,DSHRUB,"69,58","138,86",76
51,i36.02,i36,QHI,QHI:HE,3,XXXcrustous:QHI ,1999,CTL,3,LCRUS,LICHEN,"69,58","138,86",76
52,i36.02,i36,QHI,QHI:HE,9,XXXotherlichen:QHI ,1999,CTL,3,LICHENU,LICHEN,"69,58","138,86",76
53,i36.02,i36,QHI,QHI:HE,8,Salix reticulata,1999,CTL,3,SHRUBU,SHRUBU,"69,58","138,86",76
54,i36.02,i36,QHI,QHI:HE,4,XXXbareground ,1999,CTL,3,SOIL,SOIL,"69,58","138,86",76
55,i36.02,i36,QHI,QHI:HE,3,Thamnolia subuliformis,1999,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
56,i36.02,i36,QHI,QHI:HE,1,Salix arctica,1999,CTL,3,SDECI,DSHRUB,"69,58","138,86",76
57,i36.02,i36,QHI,QHI:HE,1,Cetraria islandica,1999,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
58,i36.02,i36,QHI,QHI:HE,1,Polygonum bistorta,1999,CTL,3,FORB,FORBSV,"69,58","138,86",76
59,i36.02,i36,QHI,QHI:HE,3,Cetraria cucculata,1999,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
60,i36.02,i36,QHI,QHI:HE,1,Pedicularis lanata,1999,CTL,3,FORB,FORBSV,"69,58","138,86",76
61,i36.02,i36,QHI,QHI:HE,1,Arctagrostis latifolia,1999,CTL,3,GRASS,GRAMINOID,"69,58","138,86",76
62,i36.02,i36,QHI,QHI:HE,1,Hierochloe alpine,1999,CTL,3,GRASS,GRAMINOID,"69,58","138,86",76
63,i36.02,i36,QHI,QHI:HE,1,Dryas integrifolia,1999,CTL,3,SEVER,ESHRUB,"69,58","138,86",76
64,i36.02,i36,QHI,QHI:HE,28,Salix pulchra,1999,CTL,4,SDECI,DSHRUB,"69,58","138,86",76
65,i36.02,i36,QHI,QHI:HE,35,XXXlitter ,1999,CTL,4,LITTER,LITTER,"69,58","138,86",76
66,i36.02,i36,QHI,QHI:HE,2,Poa arctica,1999,CTL,4,GRASS,GRAMINOID,"69,58","138,86",76
67,i36.02,i36,QHI,QHI:HE,55,Eriophorum vaginatum,1999,CTL,4,SEDGE,GRAMINOID,"69,58","138,86",76
68,i36.02,i36,QHI,QHI:HE,5,XXXpeltigera:QHI ,1999,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
69,i36.02,i36,QHI,QHI:HE,6,Salix reticulata,1999,CTL,4,SHRUBU,SHRUBU,"69,58","138,86",76
70,i36.02,i36,QHI,QHI:HE,28,XXXothermoss ,1999,CTL,4,MOSSU,MOSS,"69,58","138,86",76
71,i36.02,i36,QHI,QHI:HE,6,XXXotherlichen:QHI ,1999,CTL,4,LICHENU,LICHEN,"69,58","138,86",76
72,i36.02,i36,QHI,QHI:HE,25,XXXcarex:QHI ,1999,CTL,4,SEDGE,GRAMINOID,"69,58","138,86",76
73,i36.02,i36,QHI,QHI:HE,12,Cetraria cucculata,1999,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
74,i36.02,i36,QHI,QHI:HE,6,Dryas integrifolia,1999,CTL,4,SEVER,ESHRUB,"69,58","138,86",76
75,i36.02,i36,QHI,QHI:HE,1,XXXotherherb:QHI ,1999,CTL,4,FORB,FORBSV,"69,58","138,86",76
76,i36.02,i36,QHI,QHI:HE,5,Cetraria islandica,1999,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
77,i36.02,i36,QHI,QHI:HE,4,Thamnolia subuliformis,1999,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
78,i36.02,i36,QHI,QHI:HE,2,Dactylina arctica,1999,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
79,i36.02,i36,QHI,QHI:HE,2,Polygonum bistorta,1999,CTL,4,FORB,FORBSV,"69,58","138,86",76
80,i36.02,i36,QHI,QHI:HE,1,Salix phlebophylla,1999,CTL,4,SDECI,DSHRUB,"69,58","138,86",76
81,i36.02,i36,QHI,QHI:HE,6,Salix reticulata,1999,CTL,5,SHRUBU,SHRUBU,"69,58","138,86",76
82,i36.02,i36,QHI,QHI:HE,43,XXXothermoss ,1999,CTL,5,MOSSU,MOSS,"69,58","138,86",76
83,i36.02,i36,QHI,QHI:HE,71,Eriophorum vaginatum,1999,CTL,5,SEDGE,GRAMINOID,"69,58","138,86",76
84,i36.02,i36,QHI,QHI:HE,9,Salix phlebophylla,1999,CTL,5,SDECI,DSHRUB,"69,58","138,86",76
85,i36.02,i36,QHI,QHI:HE,1,Lupinus arcticus,1999,CTL,5,FORB,FORBSV,"69,58","138,86",76
86,i36.02,i36,QHI,QHI:HE,1,Pedicularis capitata,1999,CTL,5,FORB,FORBSV,"69,58","138,86",76
87,i36.02,i36,QHI,QHI:HE,4,XXXLUZSP:QHI ,1999,CTL,5,RUSH,GRAMINOID,"69,58","138,86",76
88,i36.02,i36,QHI,QHI:HE,2,XXXothergram ,1999,CTL,5,GRAMU,GRAMINOID,"69,58","138,86",76
89,i36.02,i36,QHI,QHI:HE,1,Senecio atropurpureus,1999,CTL,5,FORB,FORBSV,"69,58","138,86",76
90,i36.02,i36,QHI,QHI:HE,22,XXXlitter ,1999,CTL,5,LITTER,LITTER,"69,58","138,86",76
91,i36.02,i36,QHI,QHI:HE,1,Polygonum viviparum,1999,CTL,5,FORB,FORBSV,"69,58","138,86",76
92,i36.02,i36,QHI,QHI:HE,6,Dryas integrifolia,1999,CTL,5,SEVER,ESHRUB,"69,58","138,86",76
93,i36.02,i36,QHI,QHI:HE,1,XXXotherherb:QHI ,1999,CTL,5,FORB,FORBSV,"69,58","138,86",76
94,i36.02,i36,QHI,QHI:HE,1,Poa arctica,1999,CTL,5,GRASS,GRAMINOID,"69,58","138,86",76
95,i36.02,i36,QHI,QHI:HE,3,XXXotherlichen:QHI ,1999,CTL,5,LICHENU,LICHEN,"69,58","138,86",76
96,i36.02,i36,QHI,QHI:HE,2,Arctagrostis latifolia,1999,CTL,5,GRASS,GRAMINOID,"69,58","138,86",76
97,i36.02,i36,QHI,QHI:HE,1,Cetraria cucculata,1999,CTL,5,LFOLI,LICHEN,"69,58","138,86",76
98,i36.02,i36,QHI,QHI:HE,7,Salix pulchra,1999,CTL,5,SDECI,DSHRUB,"69,58","138,86",76
99,i36.02,i36,QHI,QHI:HE,5,XXXcarex:QHI ,1999,CTL,5,SEDGE,GRAMINOID,"69,58","138,86",76
100,i36.02,i36,QHI,QHI:HE,1,Thamnolia subuliformis,1999,CTL,5,LFOLI,LICHEN,"69,58","138,86",76
101,i36.02,i36,QHI,QHI:HE,2,Polygonum bistorta,1999,CTL,5,FORB,FORBSV,"69,58","138,86",76
102,i36.02,i36,QHI,QHI:HE,2,XXXpeltigera:QHI ,1999,CTL,5,LFOLI,LICHEN,"69,58","138,86",76
103,i36.02,i36,QHI,QHI:HE,1,Pedicularis lanata,1999,CTL,5,FORB,FORBSV,"69,58","138,86",76
104,i36.02,i36,QHI,QHI:HE,2,Pedicularis lanata,1999,CTL,6,FORB,FORBSV,"69,58","138,86",76
105,i36.02,i36,QHI,QHI:HE,5,Cetraria cucculata,1999,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
106,i36.02,i36,QHI,QHI:HE,1,XXXcladonia:QHI ,1999,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
107,i36.02,i36,QHI,QHI:HE,25,Salix pulchra,1999,CTL,6,SDECI,DSHRUB,"69,58","138,86",76
108,i36.02,i36,QHI,QHI:HE,2,XXXotherlichen:QHI ,1999,CTL,6,LICHENU,LICHEN,"69,58","138,86",76
109,i36.02,i36,QHI,QHI:HE,42,XXXlitter ,1999,CTL,6,LITTER,LITTER,"69,58","138,86",76
110,i36.02,i36,QHI,QHI:HE,50,Eriophorum vaginatum,1999,CTL,6,SEDGE,GRAMINOID,"69,58","138,86",76
111,i36.02,i36,QHI,QHI:HE,1,Polygonum bistorta,1999,CTL,6,FORB,FORBSV,"69,58","138,86",76
112,i36.02,i36,QHI,QHI:HE,33,XXXothermoss ,1999,CTL,6,MOSSU,MOSS,"69,58","138,86",76
113,i36.02,i36,QHI,QHI:HE,2,Salix phlebophylla,1999,CTL,6,SDECI,DSHRUB,"69,58","138,86",76
114,i36.02,i36,QHI,QHI:HE,2,XXXotherherb:QHI ,1999,CTL,6,FORB,FORBSV,"69,58","138,86",76
115,i36.02,i36,QHI,QHI:HE,4,Dryas integrifolia,1999,CTL,6,SEVER,ESHRUB,"69,58","138,86",76
116,i36.02,i36,QHI,QHI:HE,3,Saussurea angustifolia,1999,CTL,6,FORB,FORBSV,"69,58","138,86",76
117,i36.02,i36,QHI,QHI:HE,1,Lupinus arcticus,1999,CTL,6,FORB,FORBSV,"69,58","138,86",76
118,i36.02,i36,QHI,QHI:HE,1,Senecio atropurpureus,1999,CTL,6,FORB,FORBSV,"69,58","138,86",76
119,i36.02,i36,QHI,QHI:HE,2,XXXpeltigera:QHI ,1999,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
120,i36.02,i36,QHI,QHI:HE,1,Dactylina arctica,1999,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
121,i36.02,i36,QHI,QHI:HE,7,XXXcarex:QHI ,1999,CTL,6,SEDGE,GRAMINOID,"69,58","138,86",76
122,i36.02,i36,QHI,QHI:HE,1,Pedicularis sudetica,1999,CTL,6,FORB,FORBSV,"69,58","138,86",76
123,i36.02,i36,QHI,QHI:HE,4,Poa arctica,1999,CTL,6,GRASS,GRAMINOID,"69,58","138,86",76
124,i36.02,i36,QHI,QHI:HE,2,Stellaria longipes,1999,CTL,6,FORB,FORBSV,"69,58","138,86",76
125,i36.02,i36,QHI,QHI:HE,1,Cetraria islandica,1999,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
126,i36.02,i36,QHI,QHI:HE,1,Thamnolia subuliformis,1999,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
127,i36.02,i36,QHI,QHI:HE,1,XXXLUZSP:QHI ,1999,CTL,6,RUSH,GRAMINOID,"69,58","138,86",76
128,i36.02,i36,QHI,QHI:HE,12,Salix phlebophylla,2004,CTL,1,SDECI,DSHRUB,"69,58","138,86",76
129,i36.02,i36,QHI,QHI:HE,1,Salix arctica,2004,CTL,1,SDECI,DSHRUB,"69,58","138,86",76
130,i36.02,i36,QHI,QHI:HE,23,XXXlitter ,2004,CTL,1,LITTER,LITTER,"69,58","138,86",76
131,i36.02,i36,QHI,QHI:HE,75,Eriophorum vaginatum,2004,CTL,1,SEDGE,GRAMINOID,"69,58","138,86",76
132,i36.02,i36,QHI,QHI:HE,10,Salix pulchra,2004,CTL,1,SDECI,DSHRUB,"69,58","138,86",76
133,i36.02,i36,QHI,QHI:HE,1,Arctagrostis latifolia,2004,CTL,1,GRASS,GRAMINOID,"69,58","138,86",76
134,i36.02,i36,QHI,QHI:HE,3,Cetraria cucculata,2004,CTL,1,LFOLI,LICHEN,"69,58","138,86",76
135,i36.02,i36,QHI,QHI:HE,2,XXXLUZSP:QHI ,2004,CTL,1,RUSH,GRAMINOID,"69,58","138,86",76
136,i36.02,i36,QHI,QHI:HE,22,XXXothermoss ,2004,CTL,1,MOSSU,MOSS,"69,58","138,86",76
137,i36.02,i36,QHI,QHI:HE,4,Salix reticulata,2004,CTL,1,SHRUBU,SHRUBU,"69,58","138,86",76
138,i36.02,i36,QHI,QHI:HE,7,Thamnolia subuliformis,2004,CTL,1,LFOLI,LICHEN,"69,58","138,86",76
139,i36.02,i36,QHI,QHI:HE,6,XXXotherlichen:QHI ,2004,CTL,1,LICHENU,LICHEN,"69,58","138,86",76
140,i36.02,i36,QHI,QHI:HE,2,Pedicularis vertisilata,2004,CTL,1,FORB,FORBSV,"69,58","138,86",76
141,i36.02,i36,QHI,QHI:HE,1,Hierochloe alpine,2004,CTL,1,GRASS,GRAMINOID,"69,58","138,86",76
142,i36.02,i36,QHI,QHI:HE,1,Cetraria islandica,2004,CTL,1,LFOLI,LICHEN,"69,58","138,86",76
143,i36.02,i36,QHI,QHI:HE,1,XXXcladonia:QHI ,2004,CTL,1,LFOLI,LICHEN,"69,58","138,86",76
144,i36.02,i36,QHI,QHI:HE,1,Senecio atropurpureus,2004,CTL,1,FORB,FORBSV,"69,58","138,86",76
145,i36.02,i36,QHI,QHI:HE,1,XXXcrustous:QHI ,2004,CTL,1,LCRUS,LICHEN,"69,58","138,86",76
146,i36.02,i36,QHI,QHI:HE,4,XXXbareground ,2004,CTL,1,SOIL,SOIL,"69,58","138,86",76
147,i36.02,i36,QHI,QHI:HE,2,Dryas integrifolia,2004,CTL,1,SEVER,ESHRUB,"69,58","138,86",76
148,i36.02,i36,QHI,QHI:HE,2,Saussurea angustifolia,2004,CTL,1,FORB,FORBSV,"69,58","138,86",76
149,i36.02,i36,QHI,QHI:HE,2,Polygonum bistorta,2004,CTL,1,FORB,FORBSV,"69,58","138,86",76
150,i36.02,i36,QHI,QHI:HE,1,Festuca baffinensis,2004,CTL,1,SEDGE,GRAMINOID,"69,58","138,86",76
151,i36.02,i36,QHI,QHI:HE,1,Poa arctica,2004,CTL,1,GRASS,GRAMINOID,"69,58","138,86",76
152,i36.02,i36,QHI,QHI:HE,5,XXXLUZSP:QHI ,2004,CTL,2,RUSH,GRAMINOID,"69,58","138,86",76
153,i36.02,i36,QHI,QHI:HE,4,Cetraria cucculata,2004,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
154,i36.02,i36,QHI,QHI:HE,10,Salix reticulata,2004,CTL,2,SHRUBU,SHRUBU,"69,58","138,86",76
155,i36.02,i36,QHI,QHI:HE,1,XXXothergram ,2004,CTL,2,GRAMU,GRAMINOID,"69,58","138,86",76
156,i36.02,i36,QHI,QHI:HE,12,XXXothermoss ,2004,CTL,2,MOSSU,MOSS,"69,58","138,86",76
157,i36.02,i36,QHI,QHI:HE,42,XXXlitter ,2004,CTL,2,LITTER,LITTER,"69,58","138,86",76
158,i36.02,i36,QHI,QHI:HE,3,Stellaria longipes,2004,CTL,2,FORB,FORBSV,"69,58","138,86",76
159,i36.02,i36,QHI,QHI:HE,31,Salix pulchra,2004,CTL,2,SDECI,DSHRUB,"69,58","138,86",76
160,i36.02,i36,QHI,QHI:HE,16,XXXbareground ,2004,CTL,2,SOIL,SOIL,"69,58","138,86",76
161,i36.02,i36,QHI,QHI:HE,14,Arctagrostis latifolia,2004,CTL,2,GRASS,GRAMINOID,"69,58","138,86",76
162,i36.02,i36,QHI,QHI:HE,3,Thamnolia subuliformis,2004,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
163,i36.02,i36,QHI,QHI:HE,8,XXXotherlichen:QHI ,2004,CTL,2,LICHENU,LICHEN,"69,58","138,86",76
164,i36.02,i36,QHI,QHI:HE,4,Dryas integrifolia,2004,CTL,2,SEVER,ESHRUB,"69,58","138,86",76
165,i36.02,i36,QHI,QHI:HE,3,Cassiope tetragona,2004,CTL,2,SEVER,ESHRUB,"69,58","138,86",76
166,i36.02,i36,QHI,QHI:HE,6,Saussurea angustifolia,2004,CTL,2,FORB,FORBSV,"69,58","138,86",76
167,i36.02,i36,QHI,QHI:HE,7,Polygonum bistorta,2004,CTL,2,FORB,FORBSV,"69,58","138,86",76
168,i36.02,i36,QHI,QHI:HE,3,Lupinus arcticus,2004,CTL,2,FORB,FORBSV,"69,58","138,86",76
169,i36.02,i36,QHI,QHI:HE,4,Senecio atropurpureus,2004,CTL,2,FORB,FORBSV,"69,58","138,86",76
170,i36.02,i36,QHI,QHI:HE,36,Eriophorum vaginatum,2004,CTL,2,SEDGE,GRAMINOID,"69,58","138,86",76
171,i36.02,i36,QHI,QHI:HE,1,XXXcrustous:QHI ,2004,CTL,2,LCRUS,LICHEN,"69,58","138,86",76
172,i36.02,i36,QHI,QHI:HE,1,Pedicularis capitata,2004,CTL,2,FORB,FORBSV,"69,58","138,86",76
173,i36.02,i36,QHI,QHI:HE,1,XXXotherherb:QHI ,2004,CTL,2,FORB,FORBSV,"69,58","138,86",76
174,i36.02,i36,QHI,QHI:HE,1,Hierochloe alpine,2004,CTL,2,GRASS,GRAMINOID,"69,58","138,86",76
175,i36.02,i36,QHI,QHI:HE,1,Polygonum viviparum,2004,CTL,2,FORB,FORBSV,"69,58","138,86",76
176,i36.02,i36,QHI,QHI:HE,1,XXXkobresia:QHI ,2004,CTL,2,SEDGE,GRAMINOID,"69,58","138,86",76
177,i36.02,i36,QHI,QHI:HE,1,Salix phlebophylla,2004,CTL,2,SDECI,DSHRUB,"69,58","138,86",76
178,i36.02,i36,QHI,QHI:HE,2,Cetraria islandica,2004,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
179,i36.02,i36,QHI,QHI:HE,1,XXXpeltigera:QHI ,2004,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
180,i36.02,i36,QHI,QHI:HE,1,Pedicularis lanata,2004,CTL,2,FORB,FORBSV,"69,58","138,86",76
181,i36.02,i36,QHI,QHI:HE,42,XXXlitter ,2004,CTL,3,LITTER,LITTER,"69,58","138,86",76
182,i36.02,i36,QHI,QHI:HE,10,Salix pulchra,2004,CTL,3,SDECI,DSHRUB,"69,58","138,86",76
183,i36.02,i36,QHI,QHI:HE,12,XXXothermoss ,2004,CTL,3,MOSSU,MOSS,"69,58","138,86",76
184,i36.02,i36,QHI,QHI:HE,17,Eriophorum angustifolium,2004,CTL,3,SEDGE,GRAMINOID,"69,58","138,86",76
185,i36.02,i36,QHI,QHI:HE,52,Eriophorum vaginatum,2004,CTL,3,SEDGE,GRAMINOID,"69,58","138,86",76
186,i36.02,i36,QHI,QHI:HE,1,Saussurea angustifolia,2004,CTL,3,FORB,FORBSV,"69,58","138,86",76
187,i36.02,i36,QHI,QHI:HE,13,Pyrola grandiflora,2004,CTL,3,FORB,FORBSV,"69,58","138,86",76
188,i36.02,i36,QHI,QHI:HE,3,Salix reticulata,2004,CTL,3,SHRUBU,SHRUBU,"69,58","138,86",76
189,i36.02,i36,QHI,QHI:HE,6,XXXotherlichen:QHI ,2004,CTL,3,LICHENU,LICHEN,"69,58","138,86",76
190,i36.02,i36,QHI,QHI:HE,1,Polygonum viviparum,2004,CTL,3,FORB,FORBSV,"69,58","138,86",76
191,i36.02,i36,QHI,QHI:HE,4,Cetraria islandica,2004,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
192,i36.02,i36,QHI,QHI:HE,4,Thamnolia subuliformis,2004,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
193,i36.02,i36,QHI,QHI:HE,4,Arctagrostis latifolia,2004,CTL,3,GRASS,GRAMINOID,"69,58","138,86",76
194,i36.02,i36,QHI,QHI:HE,1,Stellaria longipes,2004,CTL,3,FORB,FORBSV,"69,58","138,86",76
195,i36.02,i36,QHI,QHI:HE,1,Poa arctica,2004,CTL,3,GRASS,GRAMINOID,"69,58","138,86",76
196,i36.02,i36,QHI,QHI:HE,2,XXXbareground ,2004,CTL,3,SOIL,SOIL,"69,58","138,86",76
197,i36.02,i36,QHI,QHI:HE,2,XXXpeltigera:QHI ,2004,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
198,i36.02,i36,QHI,QHI:HE,1,XXXcrustous:QHI ,2004,CTL,3,LCRUS,LICHEN,"69,58","138,86",76
199,i36.02,i36,QHI,QHI:HE,1,Polygonum bistorta,2004,CTL,3,FORB,FORBSV,"69,58","138,86",76
200,i36.02,i36,QHI,QHI:HE,1,Cetraria cucculata,2004,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
201,i36.02,i36,QHI,QHI:HE,40,Eriophorum vaginatum,2004,CTL,4,SEDGE,GRAMINOID,"69,58","138,86",76
202,i36.02,i36,QHI,QHI:HE,32,XXXothermoss ,2004,CTL,4,MOSSU,MOSS,"69,58","138,86",76
203,i36.02,i36,QHI,QHI:HE,27,Salix pulchra,2004,CTL,4,SDECI,DSHRUB,"69,58","138,86",76
204,i36.02,i36,QHI,QHI:HE,47,XXXlitter ,2004,CTL,4,LITTER,LITTER,"69,58","138,86",76
205,i36.02,i36,QHI,QHI:HE,21,XXXcarex:QHI ,2004,CTL,4,SEDGE,GRAMINOID,"69,58","138,86",76
206,i36.02,i36,QHI,QHI:HE,4,Cetraria cucculata,2004,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
207,i36.02,i36,QHI,QHI:HE,9,Cetraria islandica,2004,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
208,i36.02,i36,QHI,QHI:HE,1,XXXpeltigera:QHI ,2004,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
209,i36.02,i36,QHI,QHI:HE,3,Salix reticulata,2004,CTL,4,SHRUBU,SHRUBU,"69,58","138,86",76
210,i36.02,i36,QHI,QHI:HE,2,Salix arctica,2004,CTL,4,SDECI,DSHRUB,"69,58","138,86",76
211,i36.02,i36,QHI,QHI:HE,4,Polygonum viviparum,2004,CTL,4,FORB,FORBSV,"69,58","138,86",76
212,i36.02,i36,QHI,QHI:HE,2,Stellaria longipes,2004,CTL,4,FORB,FORBSV,"69,58","138,86",76
